chinese_name,english_name
阿瓦萨大学,Hawassa University
阿尔巴明奇大学,Arba Minch University
巴哈达大学,Bahir Dar University
迪拉大学,Dilla University
德卜勒伯汉大学,Debre Berhan University
贡达尔大学,University of Gondar
季马大学,Jimma University
默克莱大学,Mekelle University
亚的斯亚贝巴大学,Addis Ababa University
