chinese_name,english_name
阿什西大学,Ashesi University
恩克鲁玛科技大学,Kwame Nkrumah University of Science and Technology
发展研究大学,University for Development Studies
谷景大学,Valley View University
海岸角大学,University of Cape Coast
加纳大学,University of Ghana
矿业与技术大学,University of Mines and Technology
温尼巴教育大学,University of Education  Winneba
中央大学,Central University
