chinese_name,english_name
艾博科大学,Epoka Private University
阿尔巴尼亚地中海大学,Mediterranean University of Albania
地拉那大学,University of Tirana
地拉那理工大学,Polytechnic University of Tirana
斯库台大学,University of Shkodra Luigj Gurakuqi
亚历山大乔瓦尼大学,Aleksandër Xhuvani University of Elbasan
