chinese_name,english_name
恩图曼伊斯兰大学,Omdurman Islamic University
非洲国际大学,International University of Africa
古兰经与伊斯兰学大学,University of the Holy Quran and Islamic Sciences
杰吉拉大学,University of Gezira
喀土穆大学,University of Khartoum
喀土穆国际阿拉伯语学院,Khartoum International Institute for Arabic Language
苏丹科技大学,Sudan University of Science and Technology
森纳尔大学,University of Sinnar
泽伊姆爱资哈里大学,Al-Zaiem Al-Azhari University
