chinese_name,english_name
ACEEM大学,ACEEM University
高等传播、商业与管理学院,"ISCAM: Higher Institute of Communication, Business and Management"
国立会计科学与企业管理学院,INSCAE: National Institute of Accounting Science and Business Administration
塔那那利佛大学,University of Antananarivo
