chinese_name,english_name
迦太基大学,University of Carthage
加布斯大学,University of Gabes
马努巴大学,University of Manouba
苏斯大学,University of Sousse
斯法克斯大学,University of Sfax
突尼斯埃尔玛娜尔大学,University of Tunis El Manar
