chinese_name,english_name
东南大学成贤学院,"Chengxian College, Southeast University"
泰州学院,Taizhou University
无锡太湖学院,Taihu University of Wuxi
金陵科技学院,Jinling Institute of Technology
中国矿业大学徐海学院,"Xuhai College, China University of Mining and Technology"
南京大学金陵学院,"Jinling College, Nanjing University"
南京理工大学紫金学院,"Zijin College, Nanjing University of Science and Technology"
南京航空航天大学金城学院,"Jincheng College, Nanhang"
南京传媒学院,
南京理工大学泰州科技学院,"Taizhou Institute, Nanjing University of Science and Technology"
南京师范大学泰州学院,"Taizhou College, Nanjing Normal University"
南京工业大学浦江学院,"Pujiang Institute, Nanjing Tech University"
南京师范大学中北学院,"Zhongbei College, Nanjing Normal University"
南京医科大学康达学院,"Kangda College, Nanjing Medical University"
南京中医药大学翰林学院,"Hanlin College, Nanjing University of Chinese Medicine"
无锡学院,
苏州城市学院,
苏州大学应用技术学院,"Applied Technology College, Soochow University"
苏州科技大学天平学院,"Tianping College, Suzhou University of Science and Technology"
江苏大学京江学院,"Jingjiang College, Jiangsu University"
扬州大学广陵学院,"Guangling College, Yangzhou University"
江苏师范大学科文学院,"Kewen College, Jiangsu Normal University"
南京邮电大学通达学院,"Tongda College, Nanjing University of Posts and Telecommunications"
南京财经大学红山学院,"Hongshan College, Nanjing University of Finance and Economics"
江苏科技大学苏州理工学院,
常州大学怀德学院,"Huaide College, Changzhou University"
南通大学杏林学院,"Xinglin College, Nantong University"
南京审计大学金审学院,"Jinshen College, Nanjing Audit University"
宿迁学院,Suqian College
江苏第二师范学院,Jiangsu Second Normal University
西交利物浦大学,Xi'an Jiaotong-Liverpool University
昆山杜克大学,Duke Kunshan University
连云港师范学院,
无锡职业技术大学,
苏州职业技术大学,
扬州职业技术大学,
盐城幼儿师范高等专科学校,
苏州幼儿师范高等专科学校,
明达职业技术学院,
江苏建筑职业技术学院,
江苏工程职业技术学院,
苏州工艺美术职业技术学院,
连云港职业技术学院,
镇江市高等专科学校,
南通职业大学,
沙洲职业工学院,
江苏经贸职业技术学院,
九州职业技术学院,
硅湖职业技术学院,
泰州职业技术学院,
常州信息职业技术学院,
江苏联合职业技术学院,
江苏海事职业技术学院,
应天职业技术学院,
无锡科技职业学院,
江苏医药职业学院,
扬州环境资源职业技术学院,
南通科技职业学院,
苏州经贸职业技术学院,
苏州工业职业技术学院,
苏州托普信息职业技术学院,
苏州卫生职业技术学院,
无锡商业职业技术学院,
江苏航运职业技术学院,
南京交通职业技术学院,
江苏电子信息职业学院,
江苏农牧科技职业学院,
常州纺织服装职业技术学院,
苏州农业职业技术学院,
苏州工业园区职业技术学院,
太湖创意职业技术学院,
炎黄职业技术学院,
南京科技职业学院,
正德职业技术学院,
钟山职业技术学院,
无锡南洋职业技术学院,
江南影视艺术职业学院,
金肯职业技术学院,
常州工业职业技术学院,
