chinese_name,english_name
常州工程职业技术学院,
江苏农林职业技术学院,
江苏食品药品职业技术学院,
建东职业技术学院,
南京铁道职业技术学院,
徐州工业职业技术学院,
江苏信息职业技术学院,
宿迁职业技术学院,
南京信息职业技术学院,
江海职业技术学院,
常州机电职业技术学院,
江阴职业技术学院,
无锡城市职业技术学院,
无锡工艺职业技术学院,
金山职业技术学院,
苏州健雄职业技术学院,
盐城工业职业技术学院,
江苏财经职业技术学院,
扬州工业职业技术学院,
苏州百年职业学院,
昆山登云科技职业学院,
南京视觉艺术职业学院,
江苏城市职业学院,
南京城市职业学院,
南京机电职业技术学院,
苏州高博职业学院,
南京旅游职业学院,
江苏卫生健康职业学院,
苏州信息职业技术学院,
宿迁泽达职业技术学院,
苏州工业园区服务外包职业学院,
徐州幼儿师范高等专科学校,
徐州生物工程职业技术学院,
江苏商贸职业学院,
南通师范高等专科学校,
扬州中瑞酒店职业学院,
江苏护理职业学院,
江苏财会职业学院,
江苏城乡建设职业学院,
江苏航空职业技术学院,
江苏安全技术职业学院,
江苏旅游职业学院,
常州幼儿师范高等专科学校,
江苏司法警官职业学院,
盐城农业科技职业学院,
宿迁幼儿师范高等专科学校,
无锡师范高等专科学校,
常州铁道职业技术学院,
苏州旅游职业学院,
南通卫生健康职业学院,
浙江大学,Zhejiang University
杭州电子科技大学,Hangzhou Dianzi University
浙江工业大学,Zhejiang University of Technology
浙江理工大学,Zhejiang Sci-Tech University
浙江海洋大学,Zhejiang Ocean University
浙江农林大学,Zhejiang A & F University
温州医科大学,Wenzhou Medical University
浙江中医药大学,Zhejiang Chinese Medical University
浙江师范大学,Zhejiang Normal University
杭州师范大学,Hangzhou Normal University
湖州师范学院,Huzhou University
绍兴文理学院,Shaoxing University
台州学院,Taizhou University
温州大学,Wenzhou University
丽水学院,Lishui University
浙江工商大学,Zhejiang Gongshang University
嘉兴大学,
中国美术学院,China Academy of Art
中国计量大学,China Jiliang University
浙江万里学院,Zhejiang Wanli University
浙江科技大学,
宁波工程学院,Ningbo University of Technology
浙江水利水电学院,Zhejiang Institute of Water Resources and Hydropower
浙江财经大学,Zhejiang University of Finance and Economics
浙江警察学院,
衢州学院,Quzhou University
宁波大学,Ningbo University
浙江传媒学院,Communication University of Zhejiang
浙江树人学院,Zhejiang Shuren University
浙江越秀外国语学院,Zhejiang Yuexiu University of Foreign Languages
宁波财经学院,Ningbo University of Finance and Economics (Formerly Ningbo Dahongying University)
浙大城市学院,Zhejiang University City College
浙大宁波理工学院,NingboTech University
杭州医学院,Hangzhou Medical College
浙江广厦建设职业技术大学,Zhejiang Guangsha Construction Vocational and Technical College
浙江工业大学之江学院,Zhijiang College of Zhejiang University of Technology
浙江师范大学行知学院,
宁波大学科学技术学院,"College of Science and Technology, Ningbo University"
杭州电子科技大学信息工程学院,Hangzhou Dianzi University Information Engineering School
浙江理工大学科技与艺术学院,
浙江农林大学暨阳学院,Jiyang College of Zhejiang Agriculture and Forestry University
温州医科大学仁济学院,Wenzhou Medical University Renii College
浙江中医药大学滨江学院,Zhejiang Chinese Medical University Binjiang Institute
杭州师范大学钱江学院,Hangzhou Normal University Qianjiang College
湖州学院,Huzhou College
绍兴理工学院,
温州理工学院,Wenzhou Institute of Technology
浙江工商大学杭州商学院,Zhejiang Gongshang University Hangzhou College of Commerce
嘉兴南湖学院,Jiaxing Nanhu University
中国计量大学现代科技学院,China Jiliang University College of Modern Science and Technology
浙江财经大学东方学院,Oriental Institute of Zhejiang University of Finance and Economics
温州商学院,Wenzhou Business College
同济大学浙江学院,Tongji Zhejiang College
上海财经大学浙江学院,Shanghai University of Finance and Economics Zhejiang College
浙江外国语学院,Zhejiang International Studies University
浙江音乐学院,Zhejiang Conservatory of Music
西湖大学,Westlake University (Formerly Westlake Institute for Advanced)
浙江药科职业大学,Zhejiang Pharmaceutical University
金华职业技术大学,
浙江机电职业技术大学,
宁波诺丁汉大学,University of Nottingham Ningbo China
温州肯恩大学,Wenzhou-Kean University
宁波职业技术大学,
杭州职业技术大学,
宁波东方理工大学,
温州职业技术学院,Wenzhou Vocational and Technical College
浙江交通职业技术学院,Zhejiang Institute of Communications
宁波城市职业技术学院,Ningbo City College of Vocational Technology
浙江电力职业技术学院,Professional and Technological College of Zhejiang Electric Power
浙江同济科技职业学院,Zhejiang Tongji Vocational College of Science and Technology
浙江工商职业技术学院,Zhejiang Business Technology Institute
台州职业技术学院,Taizhou Vocational and Technical College
浙江工贸职业技术学院,Zhejiang Industry and Trade Polytechnic
浙江建设职业技术学院,Zhejiang College of Construction
浙江艺术职业学院,Zhejiang Vocational Academy of Art
浙江经贸职业技术学院,Zhejiang Institute of Economics and Trade
浙江商业职业技术学院,Zhejiang Vocational College of Commerce
浙江经济职业技术学院,Zhejiang Technical Institute of Economics
浙江旅游职业学院,Tourism College of Zhejiang
浙江育英职业技术学院,Zhejiang Yuying College of Vocational and Technology
浙江警官职业学院,Zhejiang Police Vocational Academy
浙江金融职业学院,Zhejiang Financial College
浙江工业职业技术学院,Zhejiang Industry Polytechnic College
嘉兴职业技术学院,Jiaxing Vocational and Technical College
湖州职业技术学院,Huzhou Vocational and Technical College
绍兴职业技术学院,Shaoxing Vocational and Technical College
衢州职业技术学院,Quzhou Vocational and Technical College
丽水职业技术学院,Lishui Vocational College of Science and Technology
浙江东方职业技术学院,Zhejiang Dongfang Polytechnic
义乌工商职业技术学院,Yiwu Industrial and Commercial College
浙江纺织服装职业技术学院,Zhejiang Fashion Institute of Technology
杭州科技职业技术学院,Hangzhou Polytechnic
浙江长征职业技术学院,Zhejiang Changzheng Vocational and Technical College
嘉兴南洋职业技术学院,Jiaxing Nanyang Polytechnic Institute
杭州万向职业技术学院,Hangzhou Wanxiang Polytechnic
浙江邮电职业技术学院,Zhejiang Post and Telecommunication College
宁波卫生职业技术学院,Ningbo College of Health Sciences
台州科技职业学院,Taizhou Vocational College of Science and Technology
浙江国际海运职业技术学院,Zhejiang International Maritime College
浙江体育职业技术学院,Zhejiang College of Sports
温州科技职业学院,Wenzhou Vocational College of Science & Technology
浙江汽车职业技术学院,
浙江横店影视职业学院,Zhejiang Hengdian College of Film & Television
浙江农业商贸职业学院,Zhejiang Agricultural Business College
浙江特殊教育职业学院,Zhejiang Vocational College of Special Education
浙江安防职业技术学院,Zhejiang College of Security Technology
浙江宇翔职业技术学院,Zhejiang Yuxiang Vocational and Technical College
浙江金华科贸职业技术学院,
浙江舟山群岛新区旅游与健康职业学院,Zhoushan Tourism and Health College
宁波幼儿师范高等专科学校,
湖州健康职业学院,
安徽大学,Anhui University
中国科学技术大学,University of Science and Technology of China
合肥工业大学,Hefei University of Technology
安徽工业大学,Anhui University of Technology
安徽理工大学,Anhui University of Science and Technology
安徽工程大学,Anhui Polytechnic University
安徽农业大学,Anhui Agricultural University
安徽医科大学,Anhui Medical University
蚌埠医科大学,
皖南医学院,Wannan Medical College
安徽中医药大学,Anhui University of Chinese Medicine
安徽师范大学,Anhui Normal University
阜阳师范大学,
安庆师范大学,Anqing Normal University
淮北师范大学,Huaibei Normal University
黄山学院,Huangshan University
皖西学院,West Anhui University
滁州学院,Chuzhou University
安徽财经大学,Anhui University of Finance and Economics
宿州学院,Suzhou University
巢湖学院,Chaohu University
淮南师范学院,Huainan Normal University
铜陵学院,Tongling University
安徽建筑大学,Anhui Jianzhu University
安徽科技学院,Anhui Science and Technology University
安徽三联学院,
合肥大学,
蚌埠学院,Bengbu University
池州学院,Chizhou University
安徽新华学院,
安徽文达信息工程学院,
亳州学院,
安徽外国语学院,
蚌埠工商学院,
合肥理工学院,
安徽信息工程学院,
马鞍山学院,
合肥城市学院,
合肥经济学院,
芜湖学院,
安徽医科大学临床医学院,
阜阳理工学院,
淮北理工学院,
合肥师范学院,Hefei Normal University
皖江工学院,
安徽艺术学院,
安徽公安学院,
安徽职业技术大学,
芜湖职业技术大学,
安徽第二医学院,
淮北职业技术学院,
淮南联合大学,
安徽商贸职业技术学院,
安徽水利水电职业技术学院,
阜阳职业技术学院,
铜陵职业技术学院,
民办万博科技职业学院,
安徽警官职业学院,
淮南职业技术学院,
安徽工业经济职业技术学院,
合肥通用职业技术学院,
安徽工贸职业技术学院,
宿州职业技术学院,
六安职业技术学院,
安徽电子信息职业技术学院,
民办合肥经济技术职业学院,
安徽交通职业技术学院,
安徽体育运动职业技术学院,
安徽中医药高等专科学校,
合肥职业技术学院,
滁州职业技术学院,
池州职业技术学院,
宣城职业技术学院,
安徽广播影视职业技术学院,
民办合肥滨湖职业技术学院,
安徽电气工程职业技术学院,
安徽冶金科技职业学院,
安徽城市管理职业学院,
安徽机电职业技术学院,
安徽工商职业学院,
安徽中澳科技职业学院,
阜阳科技职业学院,
亳州职业技术学院,
安徽国防科技职业学院,
安庆职业技术学院,
安徽艺术职业学院,
马鞍山师范高等专科学校,
安徽财贸职业学院,
安徽国际商务职业学院,
安徽公安职业学院,
安徽林业职业技术学院,
安徽审计职业学院,
安徽新闻出版职业技术学院,
安徽邮电职业技术学院,
安徽工业职业技术学院,
民办合肥财经职业学院,
安庆医药高等专科学校,
安徽涉外经济职业学院,
安徽绿海商务职业学院,
合肥共达职业技术学院,
蚌埠经济技术职业学院,
民办安徽旅游职业学院,
徽商职业学院,
马鞍山职业技术学院,
安徽现代信息工程职业学院,
安徽矿业职业技术学院,
合肥信息技术职业学院,
桐城师范高等专科学校,
黄山职业技术学院,
滁州城市职业学院,
安徽汽车职业技术学院,
皖西卫生职业学院,
合肥幼儿师范高等专科学校,
安徽扬子职业技术学院,
安徽黄梅戏艺术职业学院,
安徽粮食工程职业学院,
安徽卫生健康职业学院,
合肥科技职业学院,
皖北卫生职业学院,
阜阳幼儿师范高等专科学校,
黄山健康职业学院,
宿州航空职业学院,
芜湖医药健康职业学院,
芜湖航空职业学院,
蚌埠城市轨道交通职业学院,
六安应用科技职业学院,
厦门大学,
华侨大学,
福州大学,
福建理工大学,
福建农林大学,
集美大学,
福建医科大学,
福建中医药大学,
福建师范大学,
闽江学院,
武夷学院,
宁德师范学院,
泉州师范学院,
闽南师范大学,
厦门理工学院,
三明学院,
龙岩学院,
福建商学院,
福建警察学院,
莆田学院,
仰恩大学,
厦门医学院,
厦门华厦学院,
闽南理工学院,
泉州职业技术大学,
闽南科技学院,
福州工商学院,
厦门工学院,
阳光学院,
厦门大学嘉庚学院,
福州大学至诚学院,
集美大学诚毅学院,
福建师范大学协和学院,
福州外语外贸学院,
福建江夏学院,
泉州信息工程学院,
福州理工学院,
福建农林大学金山学院,
福建技术师范学院,
福建福耀科技大学,
黎明职业大学,
福建船政交通职业学院,
漳州职业技术学院,
闽西职业技术学院,
福建华南女子职业学院,
福州职业技术学院,
福建林业职业技术学院,
福建信息职业技术学院,
福建水利电力职业技术学院,
福建电力职业技术学院,
厦门海洋职业技术学院,
福建农业职业技术学院,
福建卫生职业技术学院,
泉州医学高等专科学校,
福州英华职业学院,
泉州纺织服装职业学院,
泉州华光职业学院,
闽北职业技术学院,
福州黎明职业技术学院,
厦门演艺职业学院,
厦门华天涉外职业技术学院,
福州科技职业技术学院,
泉州经贸职业技术学院,
湄洲湾职业技术学院,
福建生物工程职业技术学院,
福建艺术职业学院,
福建幼儿师范高等专科学校,
厦门城市职业学院,
泉州工艺美术职业学院,
三明医学科技职业学院,
宁德职业技术学院,
福州软件职业技术学院,
厦门兴才职业技术学院,
厦门软件职业技术学院,
福建体育职业技术学院,
漳州城市职业学院,
厦门南洋职业学院,
厦门东海职业技术学院,
漳州科技职业学院,
漳州理工职业学院,
武夷山职业学院,
漳州卫生职业学院,
泉州海洋职业学院,
泉州轻工职业学院,
厦门安防科技职业学院,
泉州幼儿师范高等专科学校,
闽江师范高等专科学校,
泉州工程职业技术学院,
福州墨尔本理工职业学院,
集美工业职业学院,
南昌大学,Nanchang University
华东交通大学,East China Jiaotong University
东华理工大学,East China University of Technology
南昌航空大学,Nanchang Hangkong University
江西理工大学,Jiangxi University of Science and Technology
景德镇陶瓷大学,Jingdezhen Ceramic Institute
江西农业大学,Jiangxi Agricultural University
江西中医药大学,Jiangxi University of Traditional Chinese Medicine
赣南医科大学,
江西师范大学,Jiangxi Normal University
上饶师范学院,Shangrao Normal University
宜春学院,Yichun University
赣南师范大学,
井冈山大学,Jinggangshan University
江西财经大学,Jiangxi University of Finance and Economics
江西科技学院,Jiangxi University of Technology
景德镇学院,Jingdezhen University
萍乡学院,Pingxiang University
江西科技师范大学,Jiangxi Science and Technology Normal University
江西水利电力大学,
江西警察学院,Jiangxi Police Institute
新余学院,Xinyu University
九江学院,Jiujiang University
江西工程学院,Jiangxi College of Engineering
南昌理工学院,Nanchang Institute of Technology
江西应用科技学院,Jiangxi University of Applied Science
江西服装学院,Jiangxi Institute of Fashion Technology
南昌职业大学,
南昌工学院,
南昌大学科学技术学院,"College of Science and Technology, Nanchang University"
南昌大学共青学院,"Gongqing College, Nanchang University"
南昌交通学院,
赣东学院,
南昌航空大学科技学院,"Science and Technology College, Nanchang Hangkong University"
赣南科技学院,
景德镇艺术职业大学,
江西农业大学南昌商学院,"Nanchang Business College, Jiangxi Agricultural University"
南昌医学院,
江西师范大学科学技术学院,"Science and Technology College, Jiangxi Normal University"
赣南师范大学科技学院,"Science and Technology College, Gannan Normal University"
南昌应用技术师范学院,
江西财经大学现代经济管理学院,"Modern Economics and Management College, Jiangxi University of Finance and Economics"
豫章师范学院,
江西软件职业技术大学,
南昌师范学院,Nanchang Normal University
江西飞行学院,
江西职业技术大学,
抚州医药学院,
九江科技职业大学,
上饶幼儿师范高等专科学校,
抚州幼儿师范高等专科学校,
江西工业职业技术学院,
江西医学高等专科学校,
九江职业大学,
江西司法警官职业学院,
江西陶瓷工艺美术职业技术学院,
江西旅游商贸职业学院,
江西电力职业技术学院,
江西环境工程职业学院,
江西艺术职业学院,
鹰潭职业技术学院,
江西信息应用职业技术学院,
江西交通职业技术学院,
江西财经职业学院,
江西应用技术职业学院,
江西现代职业技术学院,
江西工业工程职业技术学院,
江西机电职业技术学院,
江西科技职业学院,
江西外语外贸职业学院,
江西工业贸易职业技术学院,
宜春职业技术学院,
江西应用工程职业学院,
江西生物科技职业学院,
江西建设职业技术学院,
抚州职业技术学院,
江西经济管理职业学院,
江西制造职业技术学院,
江西工程职业学院,
江西青年职业学院,
上饶职业技术学院,
江西航空职业技术学院,
江西农业工程职业学院,
赣西科技职业学院,
江西卫生职业学院,
江西新能源科技职业学院,
江西枫林涉外经贸职业学院,
江西泰豪动漫职业学院,
江西冶金职业技术学院,
江西管理职业学院,
江西传媒职业学院,
江西工商职业技术学院,
景德镇陶瓷职业技术学院,
赣州师范高等专科学校,
江西水利职业学院,
宜春幼儿师范高等专科学校,
吉安职业技术学院,
江西洪州职业学院,
江西师范高等专科学校,
南昌影视传播职业学院,
赣南卫生健康职业学院,
萍乡卫生职业学院,
江西婺源茶业职业学院,
赣州职业技术学院,
南昌健康职业技术学院,
九江理工职业学院,
和君职业学院,
吉安幼儿师范高等专科学校,
上饶卫生健康职业学院,
江西樟树中医药职业学院,
赣东职业技术学院,
江西电子信息职业技术学院,
鹰潭卫生职业学院,
九江卫生健康职业学院,
新余职业技术学院,
赣州起元职业学院,
赣州远恒佳职业学院,
山东大学,Shandong University
中国海洋大学,Ocean University of China
山东科技大学,Shandong University of Science and Technology
中国石油大学（华东）,China University of Petroleum (East China)
青岛科技大学,Qingdao University of Science and Technology
济南大学,University of Jinan
青岛理工大学,Qingdao University of Technology
山东建筑大学,Shandong Jianzhu University
齐鲁工业大学,Qilu University of Technology
山东理工大学,Shandong University of Technology
山东农业大学,Shandong Agricultural University
青岛农业大学,Qingdao Agricultural University
山东第二医科大学,
山东第一医科大学,
滨州医学院,Binzhou Medical University
山东中医药大学,Shandong University of Traditional Chinese Medicine
济宁医学院,Jining Medical University
山东师范大学,Shandong Normal University
曲阜师范大学,Qufu Normal University
聊城大学,Liaocheng University
德州学院,Dezhou University
山东航空学院,
鲁东大学,Ludong University
临沂大学,Linyi University
泰山学院,Taishan University
济宁学院,Jining University
菏泽学院,Heze University
山东财经大学,Shandong University of Finance and Economics
山东体育学院,Shandong Sport University
山东艺术学院,Shandong University of Arts
齐鲁医药学院,Qilu Medical University
青岛滨海学院,Qingdao Binhai University
枣庄学院,Zaozhuang University
山东工艺美术学院,Shandong University of Art and Design
青岛大学,Qingdao University
烟台大学,Yantai University
潍坊学院,Weifang University
山东警察学院,Shandong Police College
山东交通学院,Shandong Jiaotong University
山东工商学院,Shandong Technology and Business University
山东女子学院,Shandong Women's University
烟台南山学院,Yantai Nanshan University
潍坊科技学院,
山东英才学院,
青岛恒星科技学院,
青岛黄海学院,
山东现代学院,
山东协和学院,Shandong Xiehe University
山东工程职业技术大学,
烟台理工学院,
聊城大学东昌学院,
青岛城市学院,
潍坊理工学院,
山东财经大学燕山学院,
山东石油化工学院,
山东外国语职业技术大学,
泰山科技学院,
山东华宇工学院,Shandong Huayu University of Technology
山东外事职业大学,
青岛工学院,Qingdao University of Technology
青岛农业大学海都学院,
齐鲁理工学院,
山东财经大学东方学院,
烟台科技学院,
山东政法学院,Shandong University of Political Science and Law
齐鲁师范学院,Qilu Normal University
山东青年政治学院,Shandong Youth University of Political Science
青岛电影学院,
山东管理学院,Shandong Management University
山东农业工程学院,Shandong Agriculture and Engineering University
康复大学,
淄博职业技术大学,
山东医学高等专科学校,
菏泽医学专科学校,
山东商业职业技术学院,
山东电力高等专科学校,
日照职业技术学院,
曲阜远东职业技术学院,
青岛职业技术学院,
威海职业学院,
山东职业学院,
山东劳动职业技术学院,
莱芜职业技术学院,
济宁职业技术学院,
潍坊职业学院,
烟台职业学院,
东营职业学院,
聊城职业技术学院,
滨州职业学院,
山东科技职业学院,
山东服装职业学院,
德州科技职业学院,
山东力明科技职业学院,
山东圣翰财贸职业学院,
山东水利职业学院,
山东畜牧兽医职业学院,
青岛飞洋职业技术学院,
东营科技职业学院,
山东交通职业学院,
山东外贸职业学院,
青岛酒店管理职业技术学院,
山东信息职业技术学院,
青岛港湾职业技术学院,
山东胜利职业学院,
山东经贸职业学院,
山东工业职业学院,
山东化工职业学院,
青岛求实职业技术学院,
济南职业学院,
烟台工程职业技术学院,
潍坊工商职业学院,
德州职业技术学院,
枣庄科技职业学院,
淄博师范高等专科学校,
山东中医药高等专科学校,
济南工程职业技术学院,
山东电子职业技术学院,
山东旅游职业学院,
山东铝业职业学院,
山东杏林科技职业学院,
泰山职业技术学院,
山东药品食品职业学院,
山东商务职业学院,
山东轻工职业学院,
山东城市建设职业学院,
烟台汽车工程职业学院,
山东司法警官职业学院,
菏泽家政职业学院,
山东传媒职业学院,
临沂职业学院,
枣庄职业学院,
山东理工职业学院,
山东文化产业职业学院,
青岛远洋船员职业学院,
济南幼儿师范高等专科学校,
济南护理职业学院,
泰山护理职业学院,
山东海事职业学院,
潍坊护理职业学院,
潍坊工程职业学院,
菏泽职业学院,
山东艺术设计职业学院,
威海海洋职业学院,
山东特殊教育职业学院,
烟台黄金职业学院,
日照航海工程职业学院,
青岛工程职业学院,
青岛幼儿师范高等专科学校,
烟台幼儿师范高等专科学校,
烟台文化旅游职业学院,
临沂科技职业学院,
青岛航空科技职业学院,
潍坊环境工程职业学院,
滨州科技职业学院,
山东城市服务职业学院,
潍坊食品科技职业学院,
烟台城市科技职业学院,
德州工程职业学院,
日照康养职业学院,
烟台卫生健康职业学院,
山东文化艺术职业学院,
聊城科技职业学院,
济宁汽车工程职业学院,
日照科技职业学院,
枣庄应用技术职业学院,
临沂城市职业学院,
菏泽生物医药职业学院,
华北水利水电大学,
郑州大学,
河南理工大学,
郑州轻工业大学,
河南工业大学,
河南科技大学,
中原工学院,
河南农业大学,
河南科技学院,
河南牧业经济学院,
河南中医药大学,
河南医药大学,
河南大学,
河南师范大学,
信阳师范大学,
周口师范学院,
安阳师范学院,
许昌学院,
南阳师范学院,
洛阳师范学院,
商丘师范学院,
河南财经政法大学,
郑州航空工业管理学院,
黄淮学院,
平顶山学院,
郑州工程技术学院,
洛阳理工学院,
新乡学院,
信阳农林学院,
河南工学院,
安阳工学院,
河南工程学院,
河南财政金融学院,
南阳理工学院,
河南城建学院,
河南警察学院,
黄河科技学院,
郑州警察学院,
郑州科技学院,
郑州工业应用技术学院,
郑州师范学院,
郑州财经学院,
黄河交通学院,
商丘工学院,
河南开封科技传媒学院,
中原科技学院,
信阳学院,
安阳学院,
豫北医学院,
新乡工程学院,
郑州工商学院,
郑州经贸学院,
商丘学院,
郑州商学院,
河南科技职业大学,
郑州升达经贸管理学院,
郑州西亚斯学院,
郑州美术学院,
漯河食品工程职业大学,
河南体育学院,
郑州健康学院,
黄河水利职业技术大学,
河南职业技术学院,
漯河职业技术学院,
三门峡职业技术学院,
郑州铁路职业技术学院,
开封大学,
焦作大学,
濮阳职业技术学院,
郑州电力高等专科学校,
许昌职业技术学院,
河南工业和信息化职业学院,
河南水利与环境职业学院,
商丘职业技术学院,
平顶山工业职业技术学院,
周口职业技术学院,
济源职业技术学院,
河南司法警官职业学院,
鹤壁职业技术学院,
河南工业职业技术学院,
焦作师范高等专科学校,
河南检察职业学院,
河南质量工程职业学院,
郑州信息科技职业学院,
漯河医学高等专科学校,
南阳医学高等专科学校,
商丘医学高等专科学校,
郑州电子信息职业技术学院,
信阳职业技术学院,
嵩山少林武术职业学院,
郑州工业安全职业学院,
永城职业学院,
河南经贸职业学院,
河南交通职业技术学院,
河南农业职业学院,
郑州旅游职业学院,
郑州职业技术学院,
河南信息统计职业学院,
河南林业职业学院,
河南工业贸易职业学院,
郑州电力职业技术学院,
河南建筑职业技术学院,
郑州城市职业学院,
安阳职业技术学院,
新乡职业技术学院,
驻马店职业技术学院,
焦作工贸职业学院,
许昌陶瓷职业学院,
郑州理工职业学院,
郑州信息工程职业学院,
长垣烹饪职业技术学院,
开封文化艺术职业学院,
河南应用技术职业学院,
河南艺术职业学院,
河南机电职业学院,
河南护理职业学院,
许昌电气职业学院,
信阳涉外职业技术学院,
鹤壁汽车工程职业学院,
南阳职业学院,
郑州商贸旅游职业学院,
河南推拿职业学院,
洛阳职业技术学院,
郑州幼儿师范高等专科学校,
安阳幼儿师范高等专科学校,
郑州黄河护理职业学院,
河南医学高等专科学校,
郑州财税金融职业学院,
南阳农业职业学院,
洛阳科技职业学院,
鹤壁能源化工职业学院,
平顶山文化艺术职业学院,
濮阳医学高等专科学校,
驻马店幼儿师范高等专科学校,
三门峡社会管理职业学院,
河南轻工职业学院,
河南测绘职业学院,
信阳航空职业学院,
郑州卫生健康职业学院,
河南物流职业学院,
河南地矿职业学院,
郑州亚欧交通职业学院,
河南女子职业学院,
河南对外经济贸易职业学院,
濮阳石油化工职业技术学院,
南阳科技职业学院,
兰考三农职业学院,
汝州职业技术学院,
林州建筑职业技术学院,
郑州电子商务职业学院,
郑州轨道工程职业学院,
郑州体育职业学院,
洛阳文化旅游职业学院,
周口文理职业学院,
信阳艺术职业学院,
郑州城建职业学院,
郑州医药健康职业学院,
平顶山职业技术学院,
南阳工艺美术职业学院,
濮阳科技职业学院,
商丘幼儿师范高等专科学校,
周口理工职业学院,
焦作新材料职业学院,
开封职业学院,
洛阳商业职业学院,
郑州软件职业技术学院,
郑州智能科技职业学院,
郑州食品工程职业学院,
郑州汽车工程职业学院,
驻马店农业工程职业学院,
信阳科技职业学院,
信阳工程职业学院,
周口城市职业学院,
河南新乡工商职业学院,
开封工程职业学院,
开封智慧健康职业学院,
周口智慧能源职业学院,
平顶山科技职业学院,
武汉大学,
华中科技大学,
武汉科技大学,
长江大学,
武汉工程大学,
中国地质大学（武汉）,
武汉纺织大学,
武汉轻工大学,
武汉理工大学,
湖北工业大学,
华中农业大学,
湖北中医药大学,
华中师范大学,
湖北大学,
湖北师范大学,Hubei Normal University
黄冈师范学院,
湖北民族大学,
汉江师范学院,Hanjiang Normal University
湖北文理学院,
中南财经政法大学,
武汉体育学院,
湖北美术学院,
中南民族大学,
湖北汽车工业学院,Hubei University of Automotive Technology
湖北工程学院,Hubei Engineering University
湖北理工学院,Hubei Institute of Technology
湖北科技学院,Hubei University of Science and Technology
湖北医药学院,
江汉大学,
三峡大学,
湖北警官学院,Hubei University of Police [zh]
荆楚理工学院,Jingchu University of Technology
武汉音乐学院,
湖北经济学院,Hubei University of Economics [zh]
武汉商学院,
武汉东湖学院,
汉口学院,
武昌首义学院,
武昌理工学院,
武汉生物工程学院,
武汉晴川学院,
湖北大学知行学院,
武汉城市学院,
三峡大学科技学院,
武汉文理学院,
湖北工业大学工程技术学院,
武汉工程大学邮电与信息工程学院,
武汉纺织大学外经贸学院,
武昌工学院,
武汉工商学院,
荆州学院,
长江大学文理学院,
湖北商贸学院,
湖北汽车工业学院科技学院,
湖北医药学院药护学院,
湖北恩施学院,
湖北经济学院法商学院,
武汉体育学院体育科技学院,
湖北师范大学文理学院,
湖北文理学院理工学院,
湖北工程学院新技术学院,
文华学院,
武汉学院,
武汉工程科技学院,
武汉华夏理工学院,
武汉传媒学院,
武汉设计工程学院,
湖北第二师范学院,Hubei University of Education [zh]
武汉职业技术大学,
湖北三峡航空学院,
黄冈职业技术学院,
长江职业学院,
荆州理工职业学院,
湖北工业职业技术学院,Hubei Industrial Polytechnic
鄂州职业大学,
武汉城市职业学院,
湖北职业技术学院,
武汉船舶职业技术学院,
恩施职业技术学院,
襄阳职业技术学院,
武汉工贸职业学院,
荆州职业技术学院,
武汉工程职业技术学院,
仙桃职业学院,
湖北轻工职业技术学院,
湖北交通职业技术学院,
湖北中医药高等专科学校,
武汉航海职业技术学院,
武汉铁路职业技术学院,
武汉软件工程职业学院,
湖北三峡职业技术学院,
随州职业技术学院,
武汉电力职业技术学院,
湖北水利水电职业技术学院,
湖北城市建设职业技术学院,
武汉警官职业学院,
湖北生物科技职业学院,
湖北开放职业学院,
武汉科技职业学院,
武汉外语外事职业学院,
武汉信息传播职业技术学院,
武昌职业学院,
武汉商贸职业学院,
湖北艺术职业学院,
武汉交通职业学院,Wuhan Technical College of Communications [zh]
咸宁职业技术学院,
长江工程职业技术学院,
江汉艺术职业学院,
武汉民政职业学院,
湖北黄冈应急管理职业技术学院,
湖北财税职业学院,
黄冈科技职业学院,
湖北国土资源职业学院,
湖北生态工程职业技术学院,
三峡电力职业学院,
湖北科技职业学院,
湖北青年职业学院,
湖北工程职业学院,
三峡旅游职业技术学院,
天门职业学院,
湖北体育职业学院,
襄阳汽车职业技术学院,
湖北幼儿师范高等专科学校,
湖北铁道运输职业学院,
武汉海事职业学院,
长江艺术工程职业学院,
荆门职业学院,
武汉铁路桥梁职业学院,
武汉光谷职业学院,
湖北健康职业学院,
湖北孝感美珈职业学院,
襄阳科技职业学院,
宜昌科技职业学院,
荆门通用航空职业技术学院,
湘潭大学,Xiangtan University
吉首大学,Jishou University
湖南大学,Hunan University
中南大学,Central South University
湖南科技大学,Hunan University of Science and Technology
长沙理工大学,Changsha University of Science and Technology
湖南农业大学,Hunan Agricultural University
中南林业科技大学,Central South University of Forestry and Technology
湖南中医药大学,Hunan University of Traditional Chinese Medicine
湖南师范大学,Hunan Normal University
湖南理工学院,Hunan Institute of Science and Technology
湘南学院,Xiangnan University
衡阳师范学院,Hengyang Normal University
邵阳学院,Shaoyang University
怀化学院,Huaihua University
湖南文理学院,Hunan University of Arts and Science
湖南科技学院,Hunan University of Science and Engineering
湖南人文科技学院,"Hunan University of Humanities, Science and Technology"
湖南工商大学,
南华大学,University of South China
长沙医学院,Changsha Medical College
长沙学院,Changsha University
湖南工程学院,Hunan Institute of Engineering
湖南城市学院,Hunan City University
湖南工学院,Hunan Institute of Technology
湖南财政经济学院,Hunan University of Finance and Economics
湖南警察学院,Hunan Police Academy
湖南工业大学,Hunan University of Technology
湖南女子学院,Hunan Women's University
