chinese_name,english_name
埃德娜曼利视觉与表演艺术学院,Edna Manley College of the Visual and Performing Arts
伯利恒摩拉维亚学院,Bethlehem Moravian College
北加勒比大学,Northern Caribbean University
加勒比国际大学,International University of the Caribbean
加勒比海事大学,Caribbean Maritime University
米科大学学院,The Mico University College
农业、科学与教育学院,College of Agriculture  Science and Education
西印度群岛大学,The University of the West Indies
牙买加技术大学,University of Technology  Jamaica
