chinese_name,english_name
国际土库曼-土耳其大学,International Turkmen-Turkish University
国际石油天然气大学,International Oil and Gas University
土库曼农业大学,S.A. Niyazov Turkmen Agricultural University
土库曼国立世界语言学院,Dovletmammet Azadi Turkmen National Institute of World Languages
土库曼国立师范学院,Seyitnazar Seydi Turkmen State Pedagogical Institute
