chinese_name,english_name
爱沙尼亚艺术学院,Eesti Kunstiakadeemia
爱沙尼亚生命科学大学,Estonian University of Life Sciences
爱沙尼亚音乐与戏剧学院,Estonian Academy of Music and Theatre
爱沙尼亚商学院,Estonian Business School
塔尔图大学,University of Tartu
塔林理工大学,Tallinn University of Technology
塔林大学,Tallinn University
